# FieldName,FieldRA,FieldDec,Telscope,Filter,ExpTime,Priority,Status
S025AAE00186,21:02:33.80,+15:22:18.55,SWOPE,R,300.0,0.0013463375793231857,False
S025AAE00187,21:18:57.61,+17:51:04.12,SWOPE,R,300.0,0.0013445279743585844,False
S025AAE00188,21:04:06.83,+15:52:03.66,SWOPE,R,300.0,0.0013088326675998819,False
S025AAE00189,20:48:44.03,+08:55:32.07,SWOPE,R,300.0,0.0012844954507575642,False
S025AAE00190,20:52:33.67,+04:27:46.04,SWOPE,R,300.0,0.0012777691417597866,False
S025AAE00191,20:47:32.03,+07:26:16.73,SWOPE,R,300.0,0.0012759324681769356,False
S025AAE00192,20:48:19.84,+04:57:31.16,SWOPE,R,300.0,0.0012684379454690272,False
S025AAE00193,20:53:26.66,+11:24:17.64,SWOPE,R,300.0,0.001263311752295607,False
S025AAE00194,21:11:07.40,+11:54:02.75,SWOPE,R,300.0,0.0012624423060902412,False
S025AAE00195,21:21:02.29,+17:51:04.12,SWOPE,R,300.0,0.001257620999132911,False
S025AAE00196,21:01:16.57,+14:22:48.32,SWOPE,R,300.0,0.001254394096785686,False
S025AAE00197,21:21:29.73,+17:21:19.01,SWOPE,R,300.0,0.0012437468098727984,False
S025AAE00198,20:59:44.66,+13:53:03.21,SWOPE,R,300.0,0.001236293674748536,False
S025AAE00199,20:51:41.49,+10:54:32.52,SWOPE,R,300.0,0.0012304976827568522,False
S025AAE00200,20:56:16.53,+04:57:31.16,SWOPE,R,300.0,0.001216746336541083,False
S025AAE00201,21:04:45.37,+08:55:32.07,SWOPE,R,300.0,0.0012113205340108471,False
S025AAE00202,21:09:34.72,+11:24:17.64,SWOPE,R,300.0,0.0012074015227248125,False
S025AAE00203,21:09:03.83,+17:21:19.01,SWOPE,R,300.0,0.0011914065259245122,False
S025AAE00204,21:07:29.29,+16:51:33.89,SWOPE,R,300.0,0.0011867946674308017,False
S025AAE00205,21:18:58.42,+15:22:18.55,SWOPE,R,300.0,0.00117876291994781,False
S025AAE00206,20:54:56.61,+11:54:02.75,SWOPE,R,300.0,0.0011693306715554268,False
S025AAE00207,21:17:36.99,+14:22:48.32,SWOPE,R,300.0,0.0011684040198113397,False
S025AAE00208,21:14:48.26,+17:51:04.12,SWOPE,R,300.0,0.0011601180204437584,False
S025AAE00209,20:47:16.02,+07:56:01.84,SWOPE,R,300.0,0.0011587610897958959,False
S025AAE00210,20:57:57.94,+13:23:18.09,SWOPE,R,300.0,0.0011573502392097188,False
S025AAE00211,21:22:10.65,+16:21:48.78,SWOPE,R,300.0,0.0011559453164911979,False
S025AAE00212,21:16:52.94,+17:51:04.12,SWOPE,R,300.0,0.0011551385107627435,False
S025AAE00213,21:03:14.69,+07:56:01.84,SWOPE,R,300.0,0.0011264837834639584,False
S025AAE00214,20:54:32.67,+04:27:46.04,SWOPE,R,300.0,0.001125480984323162,False
S025AAE00215,21:23:34.05,+17:21:19.01,SWOPE,R,300.0,0.0011161952817428412,False
S025AAE00216,21:01:44.50,+06:56:31.61,SWOPE,R,300.0,0.0011090619730832368,False
S025AAE00217,20:48:28.05,+09:25:17.18,SWOPE,R,300.0,0.0011029050589486805,False
S025AAE00218,21:12:54.64,+12:23:47.87,SWOPE,R,300.0,0.0011001987447616592,False
S025AAE00219,21:23:06.97,+17:51:04.12,SWOPE,R,300.0,0.00109837526319875,False
S025AAE00220,21:14:42.19,+12:53:32.98,SWOPE,R,300.0,0.00109645880523307,False
S025AAE00221,20:58:15.67,+05:27:16.27,SWOPE,R,300.0,0.0010938311919084082,False
S025AAE00222,20:48:35.65,+04:27:46.04,SWOPE,R,300.0,0.0010898166539116017,False
S025AAE00223,20:46:04.61,+05:57:01.39,SWOPE,R,300.0,0.0010883292151204439,False
S025AAE00224,21:21:57.01,+16:51:33.89,SWOPE,R,300.0,0.0010797720015496186,False
S025AAE00225,21:20:34.26,+15:52:03.66,SWOPE,R,300.0,0.001046611888343067,False
S025AAE00226,21:12:43.59,+17:51:04.12,SWOPE,R,300.0,0.0010416980828150816,False
S025AAE00227,21:19:12.20,+14:52:33.44,SWOPE,R,300.0,0.0010411996388322428,False
S025AAE00228,21:25:11.64,+17:51:04.12,SWOPE,R,300.0,0.0010137981918563615,False
S025AAE00229,20:50:34.69,+03:58:00.93,SWOPE,R,300.0,0.0010036300263959591,False
S025AAE00230,21:06:31.06,+09:25:17.18,SWOPE,R,300.0,0.0009844920840599055,False
S025AAE00231,21:22:39.72,+18:20:49.23,SWOPE,R,300.0,0.0009727722503545927,False
S025AAE00232,21:24:44.76,+18:20:49.23,SWOPE,R,300.0,0.000967973556792192,False
S025AAE00233,21:00:46.09,+14:52:33.44,SWOPE,R,300.0,0.0009644277903371168,False
S025AAE00234,20:45:48.53,+06:26:46.50,SWOPE,R,300.0,0.0009620102970046658,False
S025AAE00235,20:46:20.67,+04:57:31.16,SWOPE,R,300.0,0.0009549083899430521,False
S025AAE00236,21:22:12.32,+18:50:34.35,SWOPE,R,300.0,0.0009405905747111308,False
S025AAE00237,20:52:33.69,+03:58:00.93,SWOPE,R,300.0,0.0009402467411020488,False
S025AAE00238,20:56:26.98,+12:53:32.98,SWOPE,R,300.0,0.0009348814180218335,False
S025AAE00239,21:08:02.64,+10:24:47.41,SWOPE,R,300.0,0.0009346084692250791,False
S025AAE00240,21:16:16.24,+13:23:18.09,SWOPE,R,300.0,0.000934398507148846,False
S025AAE00241,20:59:59.96,+05:57:01.39,SWOPE,R,300.0,0.0009292988031028125,False
S025AAE00242,21:24:17.72,+18:50:34.35,SWOPE,R,300.0,0.0009254485753610932,False
S025AAE00243,21:18:01.52,+18:50:34.35,SWOPE,R,300.0,0.0009253231704971595,False
S025AAE00244,21:18:29.65,+18:20:49.23,SWOPE,R,300.0,0.000923302857751181,False
S025AAE00245,21:20:06.92,+18:50:34.35,SWOPE,R,300.0,0.0009215746744656085,False
S025AAE00246,21:26:49.80,+18:20:49.23,SWOPE,R,300.0,0.0009159471093763175,False
S025AAE00247,20:46:20.63,+05:27:16.27,SWOPE,R,300.0,0.0009148925193494849,False
S025AAE00248,21:26:23.12,+18:50:34.35,SWOPE,R,300.0,0.0008976014899189208,False
S025AAE00249,21:21:01.49,+15:22:18.55,SWOPE,R,300.0,0.0008864840606287582,False
S025AAE00250,21:20:34.69,+18:20:49.23,SWOPE,R,300.0,0.0008816021627744043,False
S025AAE00251,21:10:38.91,+17:51:04.12,SWOPE,R,300.0,0.0008794646566690816,False
S025AAE00252,20:46:36.64,+04:27:46.04,SWOPE,R,300.0,0.0008751980155543663,False
S025AAE00253,20:54:40.97,+12:23:47.87,SWOPE,R,300.0,0.0008702410108069458,False
S025AAE00254,21:16:24.62,+18:20:49.23,SWOPE,R,300.0,0.0008661250645721635,False
S025AAE00255,20:46:59.97,+08:25:46.95,SWOPE,R,300.0,0.0008644686217567266,False
S025AAE00256,20:45:48.49,+06:56:31.61,SWOPE,R,300.0,0.0008618119477876414,False
S025AAE00257,21:03:36.61,+16:21:48.78,SWOPE,R,300.0,0.0008584857172261433,False
S025AAE00258,20:49:56.61,+10:24:47.41,SWOPE,R,300.0,0.0008576070661692315,False
S025AAE00259,20:52:55.26,+11:54:02.75,SWOPE,R,300.0,0.0008541535798279871,False
S025AAE00260,21:24:00.97,+16:51:33.89,SWOPE,R,300.0,0.0008530507048047122,False
S025AAE00261,21:04:59.97,+08:25:46.95,SWOPE,R,300.0,0.0008504730587068249,False
S025AAE00262,20:56:31.68,+04:27:46.04,SWOPE,R,300.0,0.0008452902734799992,False
S025AAE00263,21:05:25.33,+16:51:33.89,SWOPE,R,300.0,0.0008376002248587763,False
S025AAE00264,21:25:38.36,+17:21:19.01,SWOPE,R,300.0,0.0008342530271575764,False
S025AAE00265,21:14:19.58,+18:20:49.23,SWOPE,R,300.0,0.0008249819403735545,False
S025AAE00266,21:28:02.05,+19:20:19.46,SWOPE,R,300.0,0.0008204950448858093,False
S025AAE00267,21:06:59.52,+17:21:19.01,SWOPE,R,300.0,0.0008099620363174455,False
S025AAE00268,21:01:44.55,+06:26:46.50,SWOPE,R,300.0,0.0007991838403799841,False
S025AAE00269,21:03:29.37,+07:26:16.73,SWOPE,R,300.0,0.0007917809695943358,False
S025AAE00270,20:54:32.70,+03:58:00.93,SWOPE,R,300.0,0.0007898018224261274,False
S025AAE00271,21:09:49.04,+10:54:32.52,SWOPE,R,300.0,0.0007852849865262023,False
S025AAE00272,20:59:14.01,+14:22:48.32,SWOPE,R,300.0,0.0007852760895261506,False
